,Longitude,Latitude,Vs30 (m/s),Depth (m),DepthToRock (m)
16684,28.9017,41.0015,319.1,0.0,198.0
16685,28.8955,40.9891,294.6,0.0,204.5
16686,28.8942,40.9848,302.7,0.0,219.5
16687,28.9015,41.0015,318.1,0.0,197.5
16688,28.8953,40.9891,293.2,0.0,204.0
16689,28.8942,40.9847,301.9,0.0,219.5
16690,28.9002,41.0021,311.3,0.0,6.5
16691,28.8974,40.9902,298.4,0.0,204.5
16692,28.9070,40.9932,305.4,0.0,224.5
16693,28.8952,40.9891,291.8,0.0,203.5
16694,28.9003,41.0021,311.4,0.0,7.0
16695,28.9134,41.0102,347.6,0.0,143.5
16696,28.9004,41.0021,311.8,0.0,7.0
16697,28.8950,40.9891,289.2,0.0,203.0
16698,28.9058,41.0262,329.1,0.0,41.5
16699,28.8941,40.9848,301.1,0.0,219.5
16700,28.9131,41.0102,348.5,0.0,144.5
16701,28.8992,41.0011,320.2,0.0,189.5
16702,28.8940,40.9848,299.5,0.0,219.5
16703,28.9005,41.0020,313.1,0.0,7.0
16704,28.9131,41.0103,350.1,0.0,144.5
16705,28.9066,40.9934,301.4,0.0,225.5
16706,28.8950,40.9890,289.9,0.0,203.0
16707,28.8995,41.0011,319.4,0.0,189.5
16708,28.8980,40.9895,299.7,0.0,216.0
16709,28.9134,41.0102,347.6,0.0,143.5
16710,28.8938,40.9848,296.0,0.0,219.0
16711,28.8996,41.0011,319.5,0.0,189.5
16712,28.9005,41.0019,314.4,0.0,6.5
16713,28.8981,40.9895,300.3,0.0,216.0
16714,28.8951,40.9890,291.0,0.0,203.5
16715,28.8996,41.0010,319.0,0.0,189.5
16716,28.9143,41.0293,297.6,0.0,57.0
16717,28.9006,41.0019,314.4,0.0,6.5
16718,28.9134,41.0103,349.7,0.0,143.5
16719,28.8937,40.9847,293.8,0.0,219.0
16720,28.8953,40.9890,293.7,0.0,204.0
16721,28.8996,41.0009,318.5,0.0,189.0
16722,28.9007,41.0020,313.6,0.0,7.0
16723,28.9131,41.0104,351.6,0.0,145.0
16724,28.9086,40.9936,307.6,0.0,227.5
16725,28.9061,41.0261,326.7,0.0,41.5
16726,28.8982,40.9895,300.5,0.0,216.0
16727,28.9007,41.0022,311.3,0.0,8.0
16728,28.9135,41.0104,351.1,0.0,144.0
16729,28.8955,40.9890,294.7,0.0,204.5
16730,28.8983,40.9895,301.1,0.0,215.5
16731,28.9006,41.0022,311.1,0.0,7.5
16732,28.9132,41.0105,353.3,0.0,145.0
16733,28.8995,41.0009,318.0,0.0,189.0
16734,28.9058,41.0262,329.1,0.0,50.0
16735,28.8937,40.9849,295.3,0.0,219.0
16736,28.8939,40.9849,298.7,0.0,219.5
16737,28.8985,40.9895,301.2,0.0,215.5
16738,28.8954,40.9889,294.6,0.0,204.5
16739,28.9004,41.0022,310.3,0.0,7.5
16740,28.9132,41.0105,353.3,0.0,145.0
16741,28.9135,41.0105,353.0,0.0,144.0
16742,28.9145,41.0293,297.3,0.0,57.0
16743,28.8986,40.9895,301.2,0.0,215.5
16744,28.8941,40.9850,303.2,0.0,219.5
16745,28.8994,41.0009,318.1,0.0,189.0
16746,28.9013,41.0015,317.1,0.0,7.0
16747,28.9135,41.0106,352.1,0.0,144.0
16748,28.8993,41.0009,318.0,0.0,189.0
16749,28.8942,40.9850,304.7,0.0,219.5
16750,28.9132,41.0107,351.9,0.0,145.0
16751,28.9057,41.0261,327.3,0.0,49.5
16752,28.9012,41.0016,316.9,0.0,6.5
16753,28.9135,41.0107,351.2,0.0,144.0
16754,28.8993,41.0009,318.0,0.0,189.0
16755,28.8942,40.9851,305.9,0.0,219.5
16756,28.9132,41.0108,351.7,0.0,145.0
16757,28.8992,41.0009,318.2,0.0,189.0
16758,28.9010,41.0016,317.2,0.0,6.0
16759,28.9135,41.0108,350.4,0.0,144.0
16760,28.9159,41.0134,309.7,0.0,122.0
16761,28.8991,41.0007,315.6,0.0,188.0
16762,28.8942,40.9852,306.7,0.0,208.0
16763,28.9009,41.0016,317.3,0.0,6.0
16764,28.9132,41.0108,351.7,0.0,145.5
16765,28.8992,41.0007,315.7,0.0,188.5
16766,28.9006,41.0016,317.6,0.0,5.0
16767,28.8940,40.9852,303.6,0.0,207.5
16768,28.8954,40.9888,294.9,0.0,204.5
16769,28.9160,41.0136,306.8,0.0,123.5
16770,28.8992,41.0007,315.7,0.0,188.0
16771,28.9132,41.0109,351.0,0.0,145.0
16772,28.8993,41.0007,316.3,0.0,188.0
16773,28.9135,41.0109,349.4,0.0,144.5
16774,28.8938,40.9852,300.4,0.0,207.5
16775,28.8994,41.0007,316.6,0.0,188.5
16776,28.9092,40.9927,310.6,0.0,225.5
16777,28.8954,40.9887,294.9,0.0,204.0
16778,28.9056,41.0261,327.3,0.0,53.5
16779,28.9026,41.0290,290.2,0.0,52.5
16780,28.9023,41.0290,294.3,0.0,50.5
16781,28.9161,41.0139,302.4,0.0,124.5
16782,28.9161,41.0140,303.4,0.0,125.0
16783,28.9162,41.0141,303.2,0.0,125.5
16784,28.9022,41.0047,324.6,0.0,197.0
16785,28.9022,41.0048,323.4,0.0,197.0
16786,28.9022,41.0050,321.0,0.0,197.0
16787,28.9128,41.0101,346.4,0.0,145.0
16788,28.8937,40.9852,298.5,0.0,207.5
16789,28.8996,41.0007,317.0,0.0,188.5
16790,28.9129,41.0102,348.1,0.0,145.5
16791,28.8937,40.9851,297.5,0.0,219.5
16792,28.9129,41.0103,350.2,0.0,145.5
16793,28.8996,41.0008,317.8,0.0,188.5
16794,28.8953,40.9887,294.6,0.0,204.0
16795,28.9143,41.0322,313.1,0.0,49.0
16796,28.9129,41.0104,351.6,0.0,145.5
16797,28.8994,41.0008,317.1,0.0,188.5
16798,28.9129,41.0106,352.0,0.0,146.0
16799,28.8993,41.0007,316.3,0.0,188.5
16800,28.8947,40.9838,303.0,0.0,219.5
16801,28.9062,40.9933,296.4,0.0,225.0
16802,28.9129,41.0107,351.1,0.0,146.0
16803,28.8990,41.0012,321.3,0.0,190.0
16804,28.9139,41.0291,298.7,0.0,56.0
16805,28.8949,40.9888,289.5,0.0,202.5
16806,28.9130,41.0108,350.8,0.0,146.0
16807,28.8990,41.0011,320.4,0.0,189.5
16808,28.9130,41.0108,350.8,0.0,146.0
16809,28.8948,40.9888,288.5,0.0,202.0
16810,28.8990,41.0010,319.4,0.0,189.5
16811,28.9130,41.0109,350.1,0.0,146.0
16812,28.8948,40.9838,304.8,0.0,219.5
16813,28.9055,41.0261,327.4,0.0,53.0
16814,28.8989,41.0010,319.4,0.0,189.5
16815,28.9005,41.0016,317.7,0.0,5.0
16816,28.8950,40.9888,290.9,0.0,203.0
16817,28.9129,41.0110,348.7,0.0,146.5
16818,28.8987,41.0010,319.7,0.0,189.5
16819,28.9061,40.9931,294.0,0.0,225.0
16820,28.8952,40.9889,292.8,0.0,203.5
16821,28.9105,40.9928,309.7,0.0,222.5
16822,28.9053,41.0260,325.4,0.0,52.5
16823,28.8949,40.9838,306.9,0.0,220.0
16824,28.9129,41.0100,344.5,0.0,162.5
16825,28.9004,41.0016,318.2,0.0,5.0
16826,28.8947,40.9851,315.0,0.0,208.0
16827,28.8988,41.0012,321.7,0.0,190.0
16828,28.9130,41.0110,349.4,0.0,146.0
16829,28.8953,40.9888,294.2,0.0,204.0
16830,28.9003,41.0016,318.3,0.0,5.0
16831,28.9141,41.0291,298.5,0.0,56.5
16832,28.8988,41.0011,321.1,0.0,190.0
16833,28.9103,40.9929,309.5,0.0,223.5
16834,28.9012,41.0012,319.5,0.0,195.0
16835,28.9002,41.0016,318.4,0.0,5.0
16836,28.8949,40.9839,308.0,0.0,220.0
16837,28.8985,41.0011,321.2,0.0,190.0
16838,28.9001,41.0016,318.4,0.0,5.0
16839,28.8985,41.0009,318.2,0.0,188.5
16840,28.9143,41.0323,313.0,0.0,49.0
16841,28.8949,40.9840,309.1,0.0,220.0
16842,28.9000,41.0016,318.5,0.0,5.5
16843,28.8984,41.0007,313.0,0.0,188.0
16844,28.8949,40.9841,309.7,0.0,220.0
16845,28.8948,40.9842,308.8,0.0,220.0
16846,28.8958,40.9895,295.0,0.0,205.5
16847,28.8999,41.0016,318.6,0.0,5.0
16848,28.8999,41.0016,318.6,0.0,5.0
16849,28.9052,41.0258,320.8,0.0,52.0
16850,28.8948,40.9844,310.6,0.0,220.0
16851,28.8999,41.0018,315.2,0.0,5.5
16852,28.8948,40.9845,311.7,0.0,220.0
16853,28.9101,40.9919,305.4,0.0,226.0
16854,28.8946,40.9845,307.7,0.0,220.0
16855,28.8946,40.9843,305.4,0.0,220.0
16856,28.9095,40.9917,305.0,0.0,226.5
16857,28.9007,41.0016,317.5,0.0,5.5
16858,28.8946,40.9853,314.8,0.0,208.5
16859,28.8946,40.9846,308.4,0.0,220.0
16860,28.8945,40.9853,312.9,0.0,208.0
16861,28.9141,41.0323,311.9,0.0,49.0
16862,28.8970,40.9924,283.7,0.0,191.5
16863,28.8947,40.9846,310.4,0.0,220.0
16864,28.8945,40.9852,312.2,0.0,208.0
16865,28.8970,40.9925,283.4,0.0,191.5
16866,28.8945,40.9850,310.0,0.0,220.0
16867,28.9036,40.9950,308.0,0.0,211.5
16868,28.8945,40.9849,309.3,0.0,220.0
16869,28.8945,40.9848,308.2,0.0,220.0
16870,28.8970,40.9926,284.1,0.0,191.5
16871,28.9038,40.9954,314.1,0.0,213.0
16872,28.8945,40.9847,307.5,0.0,220.0
16873,28.8949,40.9838,306.9,0.0,220.0
16874,28.8946,40.9846,308.4,0.0,220.0
16875,28.9116,40.9947,301.5,0.0,212.0
16876,28.8970,40.9927,284.4,0.0,191.5
16877,28.8947,41.0010,283.5,0.0,156.0
16878,28.9058,41.0257,320.1,0.0,49.0
16879,28.9038,40.9952,311.4,0.0,212.0
16880,28.8970,40.9929,285.7,0.0,191.0
16881,28.9105,40.9939,304.5,0.0,223.5
16882,28.8945,41.0011,284.0,0.0,155.5
16883,28.8970,40.9930,286.5,0.0,191.0
16884,28.9039,40.9951,310.1,0.0,212.0
16885,28.8970,40.9931,287.0,0.0,191.0
16886,28.8944,41.0011,283.9,0.0,155.5
16887,28.9057,41.0259,323.3,0.0,50.5
16888,28.8970,40.9932,287.7,0.0,190.5
16889,28.9041,40.9949,307.8,0.0,211.5
16890,28.9002,41.0022,309.8,0.0,7.0
16891,28.8970,40.9933,288.5,0.0,190.5
16892,28.9041,40.9947,304.7,0.0,211.0
16893,28.8970,40.9935,289.8,0.0,190.5
16894,28.9036,40.9947,303.2,0.0,210.5
16895,28.9121,40.9936,303.7,0.0,218.0
16896,28.9139,41.0324,310.8,0.0,49.5
16897,28.8970,40.9937,291.0,0.0,190.5
16898,28.8967,40.9935,289.0,0.0,189.0
16899,28.8943,41.0011,283.8,0.0,155.0
16900,28.9039,40.9946,302.1,0.0,210.5
16901,28.8966,40.9931,287.2,0.0,188.5
16902,28.8967,40.9929,286.4,0.0,189.5
16903,28.8942,41.0011,284.1,0.0,155.0
16904,28.8941,41.0011,284.0,0.0,155.0
16905,28.9053,41.0256,316.6,0.0,51.5
16906,28.9037,40.9944,298.3,0.0,210.5
16907,28.8967,40.9927,285.5,0.0,189.5
16908,28.8939,41.0011,283.7,0.0,154.5
16909,28.8938,41.0011,283.5,0.0,154.5
16910,28.8937,41.0010,282.5,0.0,154.5
16911,28.9036,40.9939,289.6,0.0,219.0
16912,28.8937,41.0010,282.5,0.0,154.5
16913,28.8938,41.0010,282.7,0.0,154.5
16914,28.9104,40.9948,301.2,0.0,215.5
16915,28.9048,41.0256,314.6,0.0,50.5
16916,28.8939,41.0010,282.9,0.0,155.0
16917,28.8939,41.0010,282.9,0.0,155.0
16918,28.8940,41.0010,283.1,0.0,155.0
16919,28.8941,41.0010,283.2,0.0,155.0
16920,28.9017,41.0008,322.2,0.0,197.0
16921,28.8942,41.0010,283.0,0.0,155.0
16922,28.9016,41.0008,322.0,0.0,196.5
16923,28.8943,41.0009,282.4,0.0,155.5
16924,28.8944,41.0010,283.2,0.0,155.5
16925,28.9135,41.0326,310.0,0.0,50.0
16926,28.9022,41.0051,319.6,0.0,193.5
16927,28.9022,41.0052,318.5,0.0,193.5
16928,28.9022,41.0053,317.4,0.0,193.5
16929,28.9022,41.0054,316.3,0.0,193.5
16930,28.9023,41.0054,317.5,0.0,193.5
16931,28.9015,41.0008,321.9,0.0,196.0
16932,28.8945,41.0009,282.6,0.0,155.5
16933,28.9014,41.0008,321.7,0.0,196.0
16934,28.8946,41.0009,282.3,0.0,155.5
16935,28.8948,41.0009,282.5,0.0,156.0
16936,28.8947,41.0008,281.7,0.0,158.5
16937,28.8996,41.0024,303.6,0.0,192.0
16938,28.8996,41.0023,305.8,0.0,192.0
16939,28.9047,41.0255,311.3,0.0,56.0
16940,28.8997,41.0023,306.2,0.0,192.5
16941,28.8998,41.0023,306.7,0.0,192.5
16942,28.8998,41.0023,306.7,0.0,192.5
16943,28.8997,41.0022,307.9,0.0,192.5
16944,28.8998,41.0022,308.2,0.0,192.5
16945,28.8997,41.0021,309.9,0.0,192.0
16946,28.8997,41.0021,309.9,0.0,192.0
16947,28.8997,41.0020,311.5,0.0,192.0
16948,28.9150,41.0293,296.1,0.0,57.5
16949,28.8997,41.0019,313.5,0.0,192.0
16950,28.8996,41.0019,313.4,0.0,191.5
16951,28.8994,41.0020,311.2,0.0,191.5
16952,28.8994,41.0020,311.2,0.0,191.5
16953,28.8995,41.0020,311.4,0.0,191.5
16954,28.8995,41.0021,309.5,0.0,192.0
16955,28.8995,41.0022,307.5,0.0,192.0
16956,28.8996,41.0022,307.7,0.0,192.0
16957,28.9046,41.0254,307.8,0.0,55.0
16958,28.8992,41.0020,310.9,0.0,191.5
16959,28.8990,41.0021,308.1,0.0,191.0
16960,28.8992,41.0022,306.4,0.0,191.5
16961,28.8992,41.0022,306.4,0.0,191.5
16962,28.8992,41.0024,301.7,0.0,191.5
16963,28.8993,41.0024,302.1,0.0,191.5
16964,28.8988,41.0021,307.5,0.0,190.5
16965,28.8989,41.0023,302.5,0.0,190.5
16966,28.9045,41.0252,301.3,0.0,54.5
16967,28.8989,41.0023,302.5,0.0,190.5
16968,28.8989,41.0024,299.4,0.0,190.5
16969,28.8988,41.0025,296.0,0.0,184.0
16970,28.8988,41.0024,298.8,0.0,184.0
16971,28.8987,41.0023,301.3,0.0,184.0
16972,28.8987,41.0022,304.1,0.0,184.0
16973,28.9005,41.0024,308.3,0.0,8.0
16974,28.8985,41.0025,293.6,0.0,183.0
16975,28.9142,41.0323,312.5,0.0,49.0
16976,28.9007,41.0023,310.2,0.0,8.5
16977,28.8984,41.0024,296.5,0.0,183.0
16978,28.9008,41.0023,310.5,0.0,8.5
16979,28.8984,41.0022,302.9,0.0,183.5
16980,28.8983,41.0023,298.6,0.0,183.0
16981,28.9017,41.0022,314.2,0.0,200.5
16982,28.9017,41.0021,314.6,0.0,200.5
16983,28.9017,41.0020,315.1,0.0,200.0
16984,28.9044,41.0252,300.5,0.0,53.5
16985,28.9017,41.0019,316.0,0.0,199.5
16986,28.9018,41.0018,317.2,0.0,199.5
16987,28.9203,41.0151,324.4,0.0,112.0
16988,28.9018,41.0018,317.2,0.0,199.5
16989,28.9018,41.0017,317.8,0.0,199.0
16990,28.9010,41.0018,315.8,0.0,7.0
16991,28.8997,41.0018,315.0,0.0,191.5
16992,28.8997,41.0017,316.9,0.0,11.5
16993,28.9145,41.0289,298.5,0.0,55.5
16994,28.9013,41.0008,321.3,0.0,195.0
16995,28.8996,41.0017,316.8,0.0,191.5
16996,28.9011,41.0009,320.6,0.0,194.5
16997,28.9017,41.0002,325.5,0.0,195.5
16998,28.8995,41.0017,317.3,0.0,191.5
16999,28.9010,41.0009,320.7,0.0,194.0
17000,28.9015,41.0002,324.1,0.0,195.0
17001,28.8997,41.0016,318.7,0.0,5.0
17002,28.9041,41.0255,303.2,0.0,54.5
17003,28.9009,41.0008,320.8,0.0,194.0
17004,28.8994,41.0016,319.7,0.0,11.5
17005,28.8942,41.0008,281.5,0.0,155.0
17006,28.9066,40.9962,311.5,0.0,221.0
17007,28.8986,41.0006,311.7,0.0,187.5
17008,28.8989,41.0019,313.6,0.0,191.0
17009,28.9012,41.0002,322.9,0.0,193.0
17010,28.8935,41.0007,279.7,0.0,154.5
17011,28.8988,41.0019,313.7,0.0,191.0
17012,28.9068,40.9960,309.1,0.0,220.5
17013,28.8936,41.0007,279.7,0.0,154.5
17014,28.9004,41.0008,319.7,0.0,193.0
17015,28.8938,41.0007,280.2,0.0,155.0
17016,28.9003,41.0009,319.5,0.0,189.5
17017,28.8987,41.0019,313.8,0.0,191.0
17018,28.9002,41.0010,319.8,0.0,189.5
17019,28.8987,41.0006,312.2,0.0,187.5
17020,28.8987,41.0020,310.6,0.0,190.5
17021,28.9048,41.0261,328.5,0.0,52.0
17022,28.9001,41.0010,319.6,0.0,189.5
17023,28.9012,41.0003,322.4,0.0,193.5
17024,28.9090,40.9976,323.4,0.0,211.5
17025,28.8999,41.0010,319.4,0.0,189.5
17026,28.8986,41.0020,310.4,0.0,184.0
17027,28.8989,41.0008,316.8,0.0,188.5
17028,28.8999,41.0010,319.4,0.0,189.5
17029,28.8987,41.0009,318.3,0.0,188.5
17030,28.9051,41.0263,332.6,0.0,53.0
17031,28.8994,40.9853,309.0,0.0,221.0
17032,28.8986,41.0009,318.1,0.0,188.5
17033,28.8983,41.0021,305.1,0.0,183.5
17034,28.8998,41.0009,318.8,0.0,189.5
17035,28.9011,41.0003,322.2,0.0,193.0
17036,28.8998,41.0008,318.4,0.0,189.0
17037,28.9000,40.9854,311.6,0.0,220.5
17038,28.8982,41.0020,307.0,0.0,183.5
17039,28.9131,41.0328,311.0,0.0,48.0
17040,28.8983,41.0011,321.0,0.0,184.5
17041,28.9088,40.9977,322.8,0.0,212.0
17042,28.8983,41.0010,319.0,0.0,183.5
17043,28.9089,40.9978,323.9,0.0,212.0
17044,28.8982,41.0019,310.8,0.0,184.0
17045,28.8998,41.0006,317.3,0.0,192.0
17046,28.9000,40.9855,312.2,0.0,221.0
17047,28.8983,41.0019,312.6,0.0,184.0
17048,28.9139,41.0288,300.3,0.0,55.5
17049,28.8941,41.0007,280.5,0.0,158.0
17050,28.9000,40.9856,312.8,0.0,221.0
17051,28.9000,40.9852,310.3,0.0,220.0
17052,28.8984,41.0019,313.6,0.0,184.0
17053,28.8986,41.0018,316.9,0.0,191.0
17054,28.8987,41.0018,316.5,0.0,191.0
17055,28.8995,40.9850,307.9,0.0,226.0
17056,28.8994,40.9871,308.2,0.0,219.5
17057,28.9055,41.0266,329.0,0.0,55.5
17058,28.8989,41.0018,316.2,0.0,191.0
17059,28.9015,40.9873,316.4,0.0,222.5
17060,28.8991,41.0017,318.5,0.0,191.0
17061,28.8980,41.0009,308.7,0.0,183.0
17062,28.8981,41.0009,311.3,0.0,183.5
17063,28.8999,41.0006,317.7,0.0,192.0
17064,28.8981,41.0012,317.7,0.0,184.5
17065,28.8999,40.9870,310.5,0.0,224.0
17066,28.9128,41.0328,315.3,0.0,48.0
17067,28.8979,41.0012,311.8,0.0,183.5
17068,28.8993,41.0013,320.9,0.0,190.5
17069,28.8979,41.0011,310.0,0.0,183.0
17070,28.9016,40.9872,315.1,0.0,222.5
17071,28.8995,41.0014,320.6,0.0,191.0
17072,28.8979,41.0009,306.0,0.0,183.0
17073,28.8942,41.0007,280.7,0.0,158.0
17074,28.8982,41.0007,309.5,0.0,182.0
17075,28.9068,41.0278,331.6,0.0,61.0
17076,28.8997,41.0014,319.8,0.0,4.5
17077,28.8981,41.0007,307.2,0.0,182.5
17078,28.8997,40.9851,308.7,0.0,226.0
17079,28.8980,41.0006,302.3,0.0,182.0
17080,28.9010,40.9874,316.8,0.0,223.0
17081,28.8944,41.0007,280.7,0.0,158.0
17082,28.8996,41.0013,319.7,0.0,190.5
17083,28.8979,41.0007,301.9,0.0,182.0
17084,28.9143,41.0287,299.9,0.0,56.0
17085,28.8991,40.9849,307.3,0.0,226.0
17086,28.8945,41.0006,280.1,0.0,158.5
17087,28.8978,41.0007,299.1,0.0,182.0
17088,28.8998,40.9875,309.9,0.0,218.0
17089,28.8977,41.0009,300.1,0.0,183.0
17090,28.9000,40.9873,310.9,0.0,219.0
17091,28.8946,41.0007,280.9,0.0,158.5
17092,28.8991,41.0013,321.6,0.0,190.5
17093,28.9126,41.0329,318.1,0.0,48.5
17094,28.8977,41.0011,304.1,0.0,183.0
17095,28.8978,41.0012,308.8,0.0,183.5
17096,28.8990,41.0013,322.0,0.0,190.5
17097,28.8947,41.0006,280.0,0.0,158.5
17098,28.8978,41.0005,295.4,0.0,181.0
17099,28.8994,40.9866,308.8,0.0,224.0
17100,28.8948,41.0006,280.2,0.0,159.0
17101,28.8989,41.0014,323.0,0.0,191.0
17102,28.9051,41.0279,328.6,0.0,58.0
17103,28.8979,41.0005,297.7,0.0,181.0
17104,28.9000,41.0006,318.0,0.0,192.0
17105,28.8947,41.0007,281.1,0.0,159.0
17106,28.9008,41.0034,315.2,0.0,13.0
17107,28.8991,41.0015,323.1,0.0,191.0
17108,28.9010,41.0034,320.9,0.0,13.0
17109,28.8952,40.9883,295.5,0.0,203.5
17110,28.8990,41.0015,323.3,0.0,191.5
17111,28.9052,41.0276,328.8,0.0,54.0
17112,28.9011,41.0033,322.7,0.0,193.5
17113,28.9019,40.9867,313.4,0.0,221.0
17114,28.8953,40.9883,296.2,0.0,204.0
17115,28.9012,41.0033,325.4,0.0,193.5
17116,28.8988,41.0015,324.3,0.0,191.5
17117,28.8953,40.9885,294.9,0.0,204.0
17118,28.9013,41.0032,326.7,0.0,193.5
17119,28.8986,41.0005,309.8,0.0,187.0
17120,28.9137,41.0284,300.8,0.0,54.0
17121,28.8985,41.0004,306.6,0.0,186.5
17122,28.8952,40.9885,294.0,0.0,203.5
17123,28.8987,41.0016,322.3,0.0,191.0
17124,28.9014,41.0032,327.5,0.0,193.5
17125,28.8987,41.0005,310.4,0.0,187.0
17126,28.8986,41.0016,322.6,0.0,191.0
17127,28.8988,41.0005,311.1,0.0,187.0
17128,28.8950,40.9885,292.4,0.0,203.0
17129,28.9125,41.0332,317.8,0.0,49.5
17130,28.8953,40.9881,298.4,0.0,204.0
17131,28.9011,41.0031,320.7,0.0,198.5
17132,28.9010,41.0032,319.2,0.0,12.5
17133,28.9004,41.0007,319.6,0.0,192.5
17134,28.9010,41.0003,321.6,0.0,193.0
17135,28.8948,40.9881,293.3,0.0,202.5
17136,28.9009,41.0032,317.0,0.0,12.5
17137,28.8991,40.9861,309.7,0.0,223.0
17138,28.9049,41.0274,327.0,0.0,59.5
17139,28.8947,40.9881,292.5,0.0,202.0
17140,28.9008,41.0032,314.1,0.0,12.5
17141,28.9033,40.9875,302.1,0.0,220.0
17142,28.9008,41.0002,320.3,0.0,192.0
17143,28.8947,40.9882,291.5,0.0,202.0
17144,28.9007,41.0033,311.5,0.0,12.5
17145,28.9036,40.9875,299.4,0.0,220.0
17146,28.8992,40.9862,309.4,0.0,223.5
17147,28.9047,41.0272,327.1,0.0,57.0
17148,28.9009,41.0003,321.0,0.0,192.5
17149,28.9006,41.0033,308.1,0.0,12.0
17150,28.8947,40.9880,293.5,0.0,202.5
17151,28.9005,41.0033,304.7,0.0,12.0
17152,28.9005,41.0007,319.7,0.0,192.5
17153,28.8946,40.9880,292.7,0.0,202.0
17154,28.8987,40.9861,308.6,0.0,218.5
17155,28.9004,41.0033,301.5,0.0,11.5
17156,28.9146,41.0283,300.6,0.0,54.5
17157,28.8945,40.9881,290.6,0.0,201.5
17158,28.9002,41.0008,319.2,0.0,192.5
17159,28.9004,41.0032,301.8,0.0,11.0
17160,28.8987,40.9852,306.9,0.0,221.5
17161,28.9000,41.0007,318.4,0.0,192.5
17162,28.8943,40.9881,289.2,0.0,201.0
17163,28.9005,41.0032,304.7,0.0,11.5
17164,28.9008,41.0003,320.8,0.0,192.5
17165,28.9009,41.0006,321.1,0.0,193.0
17166,28.9044,41.0269,328.2,0.0,55.0
17167,28.9040,40.9871,294.2,0.0,225.5
17168,28.9007,41.0005,320.2,0.0,192.5
17169,28.9006,41.0003,319.5,0.0,192.0
17170,28.8986,41.0003,305.3,0.0,186.0
17171,28.8941,40.9882,287.8,0.0,200.0
17172,28.9008,41.0006,320.9,0.0,192.5
17173,28.8988,41.0018,316.6,0.0,191.0
17174,28.8987,41.0002,303.7,0.0,185.5
17175,28.9041,41.0266,323.0,0.0,53.5
17176,28.9043,40.9869,292.5,0.0,225.5
17177,28.8942,40.9881,288.5,0.0,200.5
17178,28.8987,41.0001,301.1,0.0,185.5
17179,28.9008,41.0005,320.6,0.0,193.0
17180,28.9005,41.0003,318.8,0.0,192.0
17181,28.9041,40.9869,294.3,0.0,225.5
17182,28.9009,41.0005,321.0,0.0,193.0
17183,28.8943,40.9879,290.8,0.0,201.0
17184,28.9039,41.0262,316.4,0.0,51.5
17185,28.9006,41.0002,319.2,0.0,191.5
17186,28.9040,40.9869,295.1,0.0,225.0
17187,28.9009,41.0005,321.0,0.0,193.5
17188,28.9010,41.0005,321.4,0.0,193.5
17189,28.9004,41.0004,319.0,0.0,192.0
17190,28.8946,40.9877,294.4,0.0,201.0
17191,28.9011,41.0005,321.7,0.0,193.5
17192,28.8946,40.9879,292.8,0.0,202.0
17193,28.9154,41.0297,294.9,0.0,58.0
17194,28.9012,41.0006,321.9,0.0,194.0
17195,28.8947,40.9877,295.2,0.0,202.0
17196,28.9004,41.0003,318.5,0.0,191.5
17197,28.8961,40.9858,322.3,0.0,213.5
17198,28.9012,41.0005,322.1,0.0,194.0
17199,28.8947,40.9878,294.4,0.0,202.0
17200,28.9013,41.0004,322.7,0.0,194.0
17201,28.9037,40.9888,306.0,0.0,223.5
17202,28.9120,41.0326,326.3,0.0,56.0
17203,28.8948,40.9878,295.5,0.0,202.5
17204,28.9013,41.0005,322.4,0.0,194.0
17205,28.9013,41.0006,322.1,0.0,194.5
17206,28.8949,40.9880,295.7,0.0,203.0
17207,28.9045,40.9868,293.1,0.0,226.0
17208,28.9013,41.0005,322.4,0.0,194.0
17209,28.8948,40.9877,295.9,0.0,202.0
17210,28.9014,41.0006,322.7,0.0,194.5
17211,28.9045,40.9869,292.8,0.0,226.0
17212,28.8949,40.9877,297.1,0.0,202.5
17213,28.9015,41.0004,323.8,0.0,195.5
17214,28.9030,40.9890,309.1,0.0,224.5
17215,28.8951,40.9877,299.3,0.0,203.0
17216,28.9046,40.9872,292.7,0.0,227.0
17217,28.9016,41.0006,323.2,0.0,196.0
17218,28.8951,40.9877,299.3,0.0,203.0
17219,28.9016,41.0005,323.7,0.0,196.0
17220,28.9052,41.0270,328.8,0.0,58.0
17221,28.9030,40.9890,309.1,0.0,224.5
17222,28.8951,40.9880,297.4,0.0,203.5
17223,28.8988,41.0003,306.8,0.0,186.0
17224,28.9016,41.0004,324.2,0.0,195.5
17225,28.9041,40.9872,292.8,0.0,226.0
17226,28.8952,40.9880,298.4,0.0,204.0
17227,28.9017,41.0004,324.5,0.0,196.0
17228,28.8986,41.0001,300.3,0.0,185.0
17229,28.9156,41.0300,299.6,0.0,58.0
17230,28.9029,40.9887,309.0,0.0,223.5
17231,28.8955,40.9884,297.0,0.0,204.5
17232,28.9018,41.0005,324.2,0.0,196.5
17233,28.8955,40.9883,297.7,0.0,204.5
17234,28.8986,41.0000,298.4,0.0,184.5
17235,28.9025,40.9889,310.2,0.0,224.5
17236,28.9017,41.0006,323.4,0.0,196.5
17237,28.8955,40.9882,298.8,0.0,204.5
17238,28.9056,41.0271,328.0,0.0,52.0
17239,28.9025,40.9887,310.5,0.0,224.0
17240,28.9018,41.0007,322.9,0.0,197.0
17241,28.8954,40.9881,299.3,0.0,204.5
